KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001106001,T001106002,T001106003,T001106004,T001106005,T001106006
11101,1,さいたま市西区,,0,,,38130,128,166,22813,14098,925
111010010,2,さいたま市西区,宮前町,0,,,1357,5,9,855,453,35
111010020,3,さいたま市西区,三橋,0,,,5556,7,15,3378,2050,106
1.11E+10,4,さいたま市西区,三橋五丁目,0,,,1548,1,7,841,675,24
1.11E+10,4,さいたま市西区,三橋六丁目,0,,,4008,6,8,2537,1375,82
111010030,3,さいたま市西区,大字指扇,0,,,7327,18,22,4437,2659,191
1.11E+10,4,さいたま市西区,大字指扇,0,,,195,1,-,124,66,4
1.11E+10,4,さいたま市西区,大字指扇,0,,,1843,7,6,1152,638,40
1.11E+10,4,さいたま市西区,大字指扇,0,,,3296,8,9,1955,1231,93
1.11E+10,4,さいたま市西区,大字指扇,0,,,1993,2,7,1206,724,54
111010040,2,さいたま市西区,大字指扇領別所,0,,,1259,5,3,691,541,19
111010050,2,さいたま市西区,大字宝来,0,,,1719,6,10,1061,600,42
111010060,2,さいたま市西区,大字峰岸,0,,,301,1,-,130,160,10
111010070,2,さいたま市西区,大字指扇領辻,0,,,155,-,1,82,64,8
111010080,2,さいたま市西区,大字中釘,0,,,658,11,7,377,237,26
111010090,2,さいたま市西区,大字高木,0,,,1055,6,4,636,386,23
111010100,2,さいたま市西区,大字清河寺,0,,,430,-,8,271,134,17
111010110,2,さいたま市西区,大字内野本郷,0,,,2121,3,3,1289,782,44
111010120,2,さいたま市西区,大字西新井,0,,,240,4,2,128,96,10
111010130,2,さいたま市西区,大字平方領領家,0,,,112,-,1,72,39,-
111010140,2,さいたま市西区,大字西遊馬,0,,,1889,10,13,1120,699,47
111010150,2,さいたま市西区,大字土屋,0,,,1474,2,7,864,565,36
111010160,2,さいたま市西区,大字二ツ宮,0,,,833,2,6,487,303,35
111010170,2,さいたま市西区,大字飯田新田,0,,,394,6,4,243,130,11
111010180,2,さいたま市西区,大字塚本,0,,,11,-,-,5,6,-
111010190,2,さいたま市西区,大字植田谷本村新田,0,,,8,-,1,3,4,-
111010200,3,さいたま市西区,湯木町,0,,,74,1,3,42,24,4
1.11E+10,4,さいたま市西区,湯木町一丁目,0,,,37,1,1,21,11,3
1.11E+10,4,さいたま市西区,湯木町二丁目,0,,,37,-,2,21,13,1
111010210,3,さいたま市西区,塚本町,0,,,114,3,10,65,31,5
1.11E+10,4,さいたま市西区,塚本町一丁目,0,,,21,-,3,13,5,-
1.11E+10,4,さいたま市西区,塚本町二丁目,0,,,42,-,3,22,14,3
1.11E+10,4,さいたま市西区,塚本町三丁目,0,,,51,3,4,30,12,2
111010220,3,さいたま市西区,プラザ,0,,,1342,1,2,688,623,28
1.11E+10,4,さいたま市西区,プラザ,0,,,502,-,-,267,220,15
1.11E+10,4,さいたま市西区,プラザ,0,,,840,1,2,421,403,13
111010230,2,さいたま市西区,大字島根,0,,,451,10,8,250,171,12
111010240,2,さいたま市西区,大字三条町,0,,,193,-,2,120,61,10
111010250,2,さいたま市西区,大字植田谷本,0,,,1167,4,4,589,534,36
111010260,2,さいたま市西区,大字中野林,0,,,814,4,7,454,326,23
111010270,2,さいたま市西区,大字飯田,0,,,408,1,2,251,147,7
111010280,2,さいたま市西区,大字水判土,0,,,595,1,1,338,237,18
111010290,2,さいたま市西区,大字佐知川,0,,,2913,7,4,1725,1111,66
111010300,2,さいたま市西区,大字昭和,0,,,-,-,-,-,-,-
111010310,3,さいたま市西区,西大宮,0,,,3160,10,7,2162,925,56
1.11E+10,4,さいたま市西区,西大宮一丁目,0,,,948,1,-,613,311,23
1.11E+10,4,さいたま市西区,西大宮二丁目,0,,,417,1,3,301,103,9
1.11E+10,4,さいたま市西区,西大宮三丁目,0,,,1083,8,2,723,339,11
1.11E+10,4,さいたま市西区,西大宮四丁目,0,,,712,-,2,525,172,13
11102,1,さいたま市北区,,0,,,66401,68,100,40521,24440,1272
111020010,2,さいたま市北区,大成町,0,,,2647,2,1,1644,957,43
111020020,3,さいたま市北区,東大成町,0,,,4997,4,1,2828,2128,36
1.11E+10,4,さいたま市北区,東大成町一丁目,0,,,2455,1,-,1292,1144,18
1.11E+10,4,さいたま市北区,東大成町二丁目,0,,,2542,3,1,1536,984,18
111020030,3,さいたま市北区,日進町,0,,,14072,7,22,8553,5197,293
1.11E+10,4,さいたま市北区,日進町一丁目,0,,,4157,2,2,2648,1390,115
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,4783,2,7,2760,1919,95
1.11E+10,4,さいたま市北区,日進町三丁目,0,,,2718,3,10,1656,997,52
1.11E+10,4,さいたま市北区,日進町二丁目,0,,,2414,-,3,1489,891,31
111020040,2,さいたま市北区,櫛引町,0,,,2070,-,1,1316,725,28
111020050,3,さいたま市北区,宮原町,0,,,13780,9,17,8731,4753,270
1.11E+10,4,さいたま市北区,宮原町一丁目,0,,,4398,2,7,2909,1409,71
1.11E+10,4,さいたま市北区,宮原町二丁目,0,,,3072,1,5,1911,1067,88
1.11E+10,4,さいたま市北区,宮原町三丁目,0,,,3370,2,3,2148,1171,46
1.11E+10,4,さいたま市北区,宮原町四丁目,0,,,2940,4,2,1763,1106,65
111020060,3,さいたま市北区,吉野町,0,,,4845,13,13,3004,1703,112
1.11E+10,4,さいたま市北区,吉野町一丁目,0,,,3156,7,10,1970,1087,82
1.11E+10,4,さいたま市北区,吉野町二丁目,0,,,1689,6,3,1034,616,30
111020070,2,さいたま市北区,別所町,0,,,2393,9,5,1452,911,16
111020080,2,さいたま市北区,奈良町,0,,,4207,5,5,2457,1649,91
111020090,3,さいたま市北区,植竹町,0,,,3094,3,4,1825,1208,54
1.11E+10,4,さいたま市北区,植竹町一丁目,0,,,2381,2,3,1493,853,30
1.11E+10,4,さいたま市北区,植竹町二丁目,0,,,713,1,1,332,355,24
111020100,2,さいたま市北区,盆栽町,0,,,1739,3,3,1026,665,42
111020110,3,さいたま市北区,土呂町,0,,,6071,4,11,3704,2227,125
1.11E+10,4,さいたま市北区,土呂町,0,,,315,-,4,169,135,7
1.11E+10,4,さいたま市北区,土呂町一丁目,0,,,2999,2,3,1893,1045,56
1.11E+10,4,さいたま市北区,土呂町二丁目,0,,,2757,2,4,1642,1047,62
111020130,2,さいたま市北区,今羽町,0,,,1716,2,4,1033,643,34
111020140,2,さいたま市北区,本郷町,0,,,4770,7,13,2948,1674,128
111020150,3,さいたま市北区,見沼,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼一丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼二丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市北区,見沼三丁目,0,,,-,-,-,-,-,-
11103,1,さいたま市大宮区,,0,,,55087,49,71,34318,19342,1307
111030010,3,さいたま市大宮区,大原,0,,,427,1,1,251,170,4
1.11E+10,4,さいたま市大宮区,大原六丁目,0,,,194,-,1,128,64,1
1.11E+10,4,さいたま市大宮区,大原七丁目,0,,,233,1,-,123,106,3
111030020,3,さいたま市大宮区,北袋町,0,,,2835,2,1,1908,864,60
1.11E+10,4,さいたま市大宮区,北袋町一丁目,0,,,1440,1,-,986,427,26
1.11E+10,4,さいたま市大宮区,北袋町二丁目,0,,,1395,1,1,922,437,34
111030030,3,さいたま市大宮区,吉敷町,0,,,2875,4,1,1857,912,101
1.11E+10,4,さいたま市大宮区,吉敷町一丁目,0,,,624,3,-,429,183,9
1.11E+10,4,さいたま市大宮区,吉敷町二丁目,0,,,828,-,-,535,266,27
1.11E+10,4,さいたま市大宮区,吉敷町三丁目,0,,,659,1,1,418,212,27
1.11E+10,4,さいたま市大宮区,吉敷町四丁目,0,,,764,-,-,475,251,38
111030040,3,さいたま市大宮区,浅間町,0,,,1286,1,1,771,492,21
1.11E+10,4,さいたま市大宮区,浅間町一丁目,0,,,616,-,-,385,219,12
1.11E+10,4,さいたま市大宮区,浅間町二丁目,0,,,670,1,1,386,273,9
111030050,3,さいたま市大宮区,天沼町,0,,,4125,3,6,2546,1472,98
1.11E+10,4,さいたま市大宮区,天沼町一丁目,0,,,1909,1,3,1130,736,39
1.11E+10,4,さいたま市大宮区,天沼町二丁目,0,,,2216,2,3,1416,736,59
111030060,3,さいたま市大宮区,堀の内町,0,,,3863,8,8,2345,1423,79
1.11E+10,4,さいたま市大宮区,堀の内町一丁目,0,,,2120,5,5,1242,839,29
1.11E+10,4,さいたま市大宮区,堀の内町二丁目,0,,,809,2,-,521,264,22
1.11E+10,4,さいたま市大宮区,堀の内町三丁目,0,,,934,1,3,582,320,28
111030070,3,さいたま市大宮区,寿能町,0,,,2110,4,1,1256,805,44
1.11E+10,4,さいたま市大宮区,寿能町一丁目,0,,,708,-,-,431,271,6
1.11E+10,4,さいたま市大宮区,寿能町二丁目,0,,,1402,4,1,825,534,38
111030080,3,さいたま市大宮区,高鼻町,0,,,1797,1,4,1063,683,46
1.11E+10,4,さいたま市大宮区,高鼻町一丁目,0,,,893,1,1,554,309,28
1.11E+10,4,さいたま市大宮区,高鼻町二丁目,0,,,611,-,2,346,253,10
1.11E+10,4,さいたま市大宮区,高鼻町三丁目,1,,8004,293,-,1,163,121,8
1.11E+10,4,さいたま市大宮区,高鼻町四丁目,2,8003,,X,X,X,X,X,X
111030090,3,さいたま市大宮区,土手町,0,,,2209,1,2,1309,848,49
1.11E+10,4,さいたま市大宮区,土手町一丁目,0,,,1131,-,1,664,443,23
1.11E+10,4,さいたま市大宮区,土手町二丁目,0,,,371,-,1,229,135,6
1.11E+10,4,さいたま市大宮区,土手町三丁目,0,,,707,1,-,416,270,20
111030100,3,さいたま市大宮区,宮町,0,,,1945,-,1,1056,836,52
1.11E+10,4,さいたま市大宮区,宮町一丁目,0,,,112,-,-,77,31,4
1.11E+10,4,さいたま市大宮区,宮町二丁目,0,,,218,-,-,129,85,4
1.11E+10,4,さいたま市大宮区,宮町三丁目,0,,,415,-,-,242,164,9
1.11E+10,4,さいたま市大宮区,宮町四丁目,0,,,704,-,1,387,291,25
1.11E+10,4,さいたま市大宮区,宮町五丁目,0,,,496,-,-,221,265,10
111030110,3,さいたま市大宮区,大門町,0,,,758,-,-,485,253,20
1.11E+10,4,さいたま市大宮区,大門町一丁目,0,,,5,-,-,3,2,-
1.11E+10,4,さいたま市大宮区,大門町二丁目,0,,,18,-,-,10,8,-
1.11E+10,4,さいたま市大宮区,大門町三丁目,0,,,735,-,-,472,243,20
111030120,3,さいたま市大宮区,仲町,0,,,419,1,-,196,188,34
1.11E+10,4,さいたま市大宮区,仲町一丁目,0,,,36,-,-,15,18,3
1.11E+10,4,さいたま市大宮区,仲町二丁目,0,,,55,-,-,30,20,5
1.11E+10,4,さいたま市大宮区,仲町三丁目,0,,,328,1,-,151,150,26
111030130,3,さいたま市大宮区,下町,0,,,1547,1,1,1005,519,21
1.11E+10,4,さいたま市大宮区,下町一丁目,0,,,188,1,-,111,73,3
1.11E+10,4,さいたま市大宮区,下町二丁目,0,,,181,-,-,89,85,7
1.11E+10,4,さいたま市大宮区,下町三丁目,0,,,1178,-,1,805,361,11
111030140,3,さいたま市大宮区,東町,0,,,1556,-,-,973,546,37
1.11E+10,4,さいたま市大宮区,東町一丁目,0,,,727,-,-,461,253,13
1.11E+10,4,さいたま市大宮区,東町二丁目,0,,,829,-,-,512,293,24
111030150,3,さいたま市大宮区,桜木町,0,,,5196,3,8,3344,1718,123
1.11E+10,4,さいたま市大宮区,桜木町一丁目,0,,,672,1,-,460,196,15
1.11E+10,4,さいたま市大宮区,桜木町二丁目,0,,,852,-,1,509,322,20
1.11E+10,4,さいたま市大宮区,桜木町三丁目,0,,,713,-,-,455,229,29
1.11E+10,4,さいたま市大宮区,桜木町四丁目,0,,,2959,2,7,1920,971,59
111030160,2,さいたま市大宮区,錦町,0,,,-,-,-,-,-,-
111030170,3,さいたま市大宮区,大成町,0,,,5547,3,4,3475,1920,145
1.11E+10,4,さいたま市大宮区,大成町一丁目,0,,,2099,-,1,1305,734,59
1.11E+10,4,さいたま市大宮区,大成町二丁目,0,,,1381,1,2,876,473,29
1.11E+10,4,さいたま市大宮区,大成町三丁目,0,,,2067,2,1,1294,713,57
111030180,2,さいたま市大宮区,櫛引町,0,,,2847,2,7,1794,998,46
111030190,3,さいたま市大宮区,三橋,0,,,9235,13,16,5831,3142,233
1.11E+10,4,さいたま市大宮区,三橋一丁目,0,,,3717,3,7,2410,1211,86
1.11E+10,4,さいたま市大宮区,三橋二丁目,0,,,2581,2,2,1648,856,73
1.11E+10,4,さいたま市大宮区,三橋三丁目,0,,,767,-,3,447,296,21
1.11E+10,4,さいたま市大宮区,三橋四丁目,0,,,2170,8,4,1326,779,53
111030200,3,さいたま市大宮区,上小町,0,,,4510,1,9,2853,1553,94
1.11E+10,4,さいたま市大宮区,上小町,0,,,1910,1,5,1203,664,37
1.11E+10,4,さいたま市大宮区,上小町,0,,,2600,-,4,1650,889,57
11104,1,さいたま市見沼区,,0,,,70469,272,306,39452,28851,1588
111040010,3,さいたま市見沼区,大和田町,0,,,7234,20,27,4097,2931,159
1.11E+10,4,さいたま市見沼区,大和田町一丁目,0,,,3869,16,22,2143,1598,90
1.11E+10,4,さいたま市見沼区,大和田町二丁目,0,,,3365,4,5,1954,1333,69
111040020,2,さいたま市見沼区,砂町,0,,,-,-,-,-,-,-
111040030,2,さいたま市見沼区,堀崎町,0,,,3516,6,13,2028,1407,62
111040041,3,さいたま市見沼区,島町,0,,,351,1,2,247,96,5
1.11E+10,4,さいたま市見沼区,島町一丁目,0,,,184,1,-,137,41,5
1.11E+10,4,さいたま市見沼区,島町二丁目,0,,,167,-,2,110,55,-
111040042,2,さいたま市見沼区,島町,0,,,2002,5,6,1167,776,48
111040050,3,さいたま市見沼区,東大宮,0,,,12999,16,15,7017,5688,263
1.11E+10,4,さいたま市見沼区,東大宮一丁目,0,,,1400,2,5,811,543,39
1.11E+10,4,さいたま市見沼区,東大宮二丁目,0,,,1302,3,2,750,516,31
1.11E+10,4,さいたま市見沼区,東大宮三丁目,0,,,1133,3,-,562,534,34
1.11E+10,4,さいたま市見沼区,東大宮四丁目,0,,,2861,2,1,1574,1236,48
1.11E+10,4,さいたま市見沼区,東大宮五丁目,0,,,1921,3,5,944,933,36
1.11E+10,4,さいたま市見沼区,東大宮六丁目,0,,,2047,2,1,1059,944,41
1.11E+10,4,さいたま市見沼区,東大宮七丁目,0,,,2335,1,1,1317,982,34
111040060,3,さいたま市見沼区,片柳,0,,,208,8,5,116,69,10
1.11E+10,4,さいたま市見沼区,片柳一丁目,0,,,156,6,4,88,51,7
1.11E+10,4,さいたま市見沼区,片柳二丁目,0,,,52,2,1,28,18,3
111040070,2,さいたま市見沼区,大字片柳,1,,0230;0240,695,7,14,373,271,30
111040080,2,さいたま市見沼区,片柳東,0,,,6,-,-,6,-,-
111040090,2,さいたま市見沼区,大字山,0,,,190,2,3,108,69,8
111040100,3,さいたま市見沼区,染谷,0,,,406,12,8,212,157,17
1.11E+10,4,さいたま市見沼区,染谷一丁目,0,,,80,1,5,45,28,1
1.11E+10,4,さいたま市見沼区,染谷二丁目,1,,021001;021002,72,8,2,32,27,3
1.11E+10,4,さいたま市見沼区,染谷三丁目,0,,,254,3,1,135,102,13
111040110,2,さいたま市見沼区,大字染谷,0,,,240,7,6,130,93,4
111040120,2,さいたま市見沼区,大字東新井,0,,,1808,7,9,952,780,60
111040130,2,さいたま市見沼区,大字笹丸,0,,,110,2,-,47,57,4
111040140,2,さいたま市見沼区,大字御蔵,0,,,2636,16,18,1426,1123,53
111040150,2,さいたま市見沼区,大字南中野,0,,,2944,16,10,1720,1136,62
111040160,2,さいたま市見沼区,大字南中丸,0,,,3833,14,19,2200,1515,85
111040170,2,さいたま市見沼区,大字中川,0,,,3200,12,12,1912,1179,85
111040180,2,さいたま市見沼区,大字上山口新田,0,,,300,1,1,145,144,9
111040190,2,さいたま市見沼区,大字西山村新田,0,,,24,-,-,9,15,-
111040200,2,さいたま市見沼区,大字新右エ門新田,0,,,41,2,1,21,15,2
111040210,3,さいたま市見沼区,加田屋,0,,,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋一丁目,2,10002,,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,加田屋二丁目,2,10002,,X,X,X,X,X,X
111040220,2,さいたま市見沼区,大字加田屋新田,0,,,-,-,-,-,-,-
111040230,2,さいたま市見沼区,大字西山新田,2,70,,X,X,X,X,X,X
111040240,2,さいたま市見沼区,大字見山,2,70,,X,X,X,X,X,X
111040250,2,さいたま市見沼区,大字膝子,0,,,229,17,25,114,62,11
111040260,2,さいたま市見沼区,大字大谷,0,,,4012,19,23,2057,1806,107
111040270,2,さいたま市見沼区,大字蓮沼,0,,,4227,12,18,2526,1585,86
111040280,2,さいたま市見沼区,大字風渡野,0,,,1935,7,5,1062,819,42
111040290,2,さいたま市見沼区,大字東門前,0,,,1825,7,5,1077,690,46
111040300,3,さいたま市見沼区,東宮下,0,,,279,4,7,152,107,9
1.11E+10,4,さいたま市見沼区,東宮下一丁目,0,,,73,2,1,35,31,4
1.11E+10,4,さいたま市見沼区,東宮下二丁目,0,,,167,2,2,98,62,3
1.11E+10,4,さいたま市見沼区,東宮下三丁目,0,,,39,-,4,19,14,2
111040310,2,さいたま市見沼区,大字東宮下,0,,,1413,5,2,668,705,33
111040320,2,さいたま市見沼区,大字新堤,0,,,1421,2,2,692,679,46
111040330,3,さいたま市見沼区,深作,0,,,1694,9,8,997,635,45
1.11E+10,4,さいたま市見沼区,深作一丁目,0,,,593,3,2,343,231,14
1.11E+10,4,さいたま市見沼区,深作二丁目,0,,,392,3,2,234,139,14
1.11E+10,4,さいたま市見沼区,深作三丁目,0,,,631,1,2,378,235,15
1.11E+10,4,さいたま市見沼区,深作四丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,深作五丁目,0,,,78,2,2,42,30,2
111040340,2,さいたま市見沼区,大字深作,0,,,327,-,-,192,131,4
111040350,2,さいたま市見沼区,大字丸ケ崎,0,,,602,7,6,352,225,12
111040360,3,さいたま市見沼区,宮ケ谷塔,0,,,201,5,6,115,69,6
1.11E+10,4,さいたま市見沼区,宮ケ谷塔一丁目,1,,36002,42,1,4,22,13,2
1.11E+10,4,さいたま市見沼区,宮ケ谷塔二丁目,2,36001,,X,X,X,X,X,X
1.11E+10,4,さいたま市見沼区,宮ケ谷塔三丁目,0,,,116,4,1,72,36,3
1.11E+10,4,さいたま市見沼区,宮ケ谷塔四丁目,0,,,43,-,1,21,20,1
111040370,2,さいたま市見沼区,大字宮ケ谷塔,0,,,60,1,-,38,19,2
111040380,2,さいたま市見沼区,大字小深作,0,,,2514,8,11,1368,1069,58
111040390,2,さいたま市見沼区,丸ケ崎町,0,,,1370,3,1,699,643,24
111040400,3,さいたま市見沼区,卸町,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町一丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市見沼区,卸町二丁目,0,,,-,-,-,-,-,-
111040411,3,さいたま市見沼区,春野,0,,,2950,7,10,1807,1086,40
1.11E+10,4,さいたま市見沼区,春野一丁目,0,,,1499,2,4,874,594,25
1.11E+10,4,さいたま市見沼区,春野二丁目,0,,,341,2,3,145,190,1
1.11E+10,4,さいたま市見沼区,春野三丁目,0,,,574,3,1,373,190,7
1.11E+10,4,さいたま市見沼区,春野四丁目,0,,,536,-,2,415,112,7
111040412,2,さいたま市見沼区,春野,0,,,-,-,-,-,-,-
111040420,3,さいたま市見沼区,春岡,0,,,2667,5,8,1603,1000,51
1.11E+10,4,さいたま市見沼区,春岡一丁目,0,,,573,2,3,377,180,11
1.11E+10,4,さいたま市見沼区,春岡二丁目,0,,,921,3,3,543,350,22
1.11E+10,4,さいたま市見沼区,春岡三丁目,0,,,1173,-,2,683,470,18
11105,1,さいたま市中央区,,0,,,47649,29,41,28846,17607,1126
111050030,3,さいたま市中央区,上落合,0,,,9294,3,2,5686,3391,212
1.11E+10,4,さいたま市中央区,上落合一丁目,0,,,1459,1,-,877,558,23
1.11E+10,4,さいたま市中央区,上落合二丁目,0,,,1655,-,-,1083,545,27
1.11E+10,4,さいたま市中央区,上落合三丁目,0,,,1133,1,1,624,481,26
1.11E+10,4,さいたま市中央区,上落合四丁目,0,,,389,-,-,232,147,10
1.11E+10,4,さいたま市中央区,上落合五丁目,0,,,1004,-,-,635,330,39
1.11E+10,4,さいたま市中央区,上落合六丁目,0,,,1165,-,1,823,314,27
1.11E+10,4,さいたま市中央区,上落合七丁目,0,,,1067,1,-,672,376,18
1.11E+10,4,さいたま市中央区,上落合八丁目,0,,,764,-,-,404,347,13
1.11E+10,4,さいたま市中央区,上落合九丁目,0,,,658,-,-,336,293,29
111050040,2,さいたま市中央区,大字上落合,0,,,-,-,-,-,-,-
111050050,2,さいたま市中央区,大字下落合,0,,,1811,1,5,1208,555,42
111050060,3,さいたま市中央区,下落合,0,,,5439,2,1,3167,2118,151
1.11E+10,4,さいたま市中央区,下落合二丁目,0,,,968,-,-,596,348,24
1.11E+10,4,さいたま市中央区,下落合三丁目,0,,,1041,-,-,578,429,34
1.11E+10,4,さいたま市中央区,下落合四丁目,0,,,857,-,-,523,319,15
1.11E+10,4,さいたま市中央区,下落合五丁目,0,,,714,-,-,405,282,27
1.11E+10,4,さいたま市中央区,下落合六丁目,0,,,1072,2,1,645,406,18
1.11E+10,4,さいたま市中央区,下落合七丁目,0,,,787,-,-,420,334,33
111050070,3,さいたま市中央区,新中里,0,,,4347,-,1,2669,1542,135
1.11E+10,4,さいたま市中央区,新中里一丁目,0,,,900,-,-,589,276,35
1.11E+10,4,さいたま市中央区,新中里二丁目,0,,,601,-,-,343,242,16
1.11E+10,4,さいたま市中央区,新中里三丁目,0,,,670,-,-,378,276,16
1.11E+10,4,さいたま市中央区,新中里四丁目,0,,,1050,-,-,686,334,30
1.11E+10,4,さいたま市中央区,新中里五丁目,0,,,1126,-,1,673,414,38
111050080,3,さいたま市中央区,鈴谷,0,,,5757,6,11,3526,2060,154
1.11E+10,4,さいたま市中央区,鈴谷一丁目,0,,,85,-,-,44,39,2
1.11E+10,4,さいたま市中央区,鈴谷二丁目,0,,,701,-,3,442,233,23
1.11E+10,4,さいたま市中央区,鈴谷三丁目,0,,,725,-,-,455,249,21
1.11E+10,4,さいたま市中央区,鈴谷四丁目,0,,,1345,1,3,856,457,28
1.11E+10,4,さいたま市中央区,鈴谷五丁目,0,,,499,-,2,279,205,13
1.11E+10,4,さいたま市中央区,鈴谷六丁目,0,,,578,2,1,374,181,20
1.11E+10,4,さいたま市中央区,鈴谷七丁目,0,,,1178,2,2,730,415,29
1.11E+10,4,さいたま市中央区,鈴谷八丁目,0,,,466,1,-,273,177,15
1.11E+10,4,さいたま市中央区,鈴谷九丁目,0,,,180,-,-,73,104,3
111050090,3,さいたま市中央区,大戸,0,,,4528,6,2,2746,1703,71
1.11E+10,4,さいたま市中央区,大戸一丁目,0,,,1060,-,-,667,369,24
1.11E+10,4,さいたま市中央区,大戸二丁目,0,,,431,-,-,236,192,3
1.11E+10,4,さいたま市中央区,大戸三丁目,0,,,531,3,-,352,167,9
1.11E+10,4,さいたま市中央区,大戸四丁目,0,,,780,1,-,495,276,8
1.11E+10,4,さいたま市中央区,大戸五丁目,0,,,1052,2,2,623,410,15
1.11E+10,4,さいたま市中央区,大戸六丁目,0,,,674,-,-,373,289,12
111050100,3,さいたま市中央区,八王子,0,,,2234,2,5,1377,801,49
1.11E+10,4,さいたま市中央区,八王子一丁目,0,,,72,-,-,53,17,2
1.11E+10,4,さいたま市中央区,八王子二丁目,0,,,387,1,1,242,134,9
1.11E+10,4,さいたま市中央区,八王子三丁目,0,,,778,-,1,484,277,16
1.11E+10,4,さいたま市中央区,八王子四丁目,0,,,242,1,-,167,70,4
1.11E+10,4,さいたま市中央区,八王子五丁目,0,,,755,-,3,431,303,18
111050110,3,さいたま市中央区,上峰,0,,,2929,-,4,1624,1241,60
1.11E+10,4,さいたま市中央区,上峰一丁目,0,,,790,-,2,435,339,14
1.11E+10,4,さいたま市中央区,上峰二丁目,0,,,903,-,1,523,367,12
1.11E+10,4,さいたま市中央区,上峰三丁目,0,,,730,-,-,386,327,17
1.11E+10,4,さいたま市中央区,上峰四丁目,0,,,506,-,1,280,208,17
111050120,3,さいたま市中央区,円阿弥,0,,,1687,3,4,1076,565,39
1.11E+10,4,さいたま市中央区,円阿弥一丁目,0,,,21,-,-,17,3,1
1.11E+10,4,さいたま市中央区,円阿弥二丁目,0,,,220,2,2,139,68,9
1.11E+10,4,さいたま市中央区,円阿弥三丁目,0,,,109,-,-,65,43,1
1.11E+10,4,さいたま市中央区,円阿弥四丁目,0,,,436,1,2,268,151,14
1.11E+10,4,さいたま市中央区,円阿弥五丁目,0,,,601,-,-,418,171,12
1.11E+10,4,さいたま市中央区,円阿弥六丁目,0,,,60,-,-,30,29,1
1.11E+10,4,さいたま市中央区,円阿弥七丁目,0,,,240,-,-,139,100,1
111050130,3,さいたま市中央区,桜丘,0,,,1047,-,-,666,363,18
1.11E+10,4,さいたま市中央区,桜丘一丁目,0,,,599,-,-,381,207,11
1.11E+10,4,さいたま市中央区,桜丘二丁目,0,,,448,-,-,285,156,7
111050140,3,さいたま市中央区,本町西,0,,,3271,3,3,1996,1202,67
1.11E+10,4,さいたま市中央区,本町西一丁目,0,,,651,2,1,350,285,13
1.11E+10,4,さいたま市中央区,本町西二丁目,0,,,489,-,1,284,189,15
1.11E+10,4,さいたま市中央区,本町西三丁目,0,,,841,1,-,488,336,16
1.11E+10,4,さいたま市中央区,本町西四丁目,0,,,672,-,1,410,245,16
1.11E+10,4,さいたま市中央区,本町西五丁目,0,,,475,-,-,366,103,6
1.11E+10,4,さいたま市中央区,本町西六丁目,0,,,143,-,-,98,44,1
111050150,3,さいたま市中央区,本町東,0,,,5230,3,3,3069,2028,127
1.11E+10,4,さいたま市中央区,本町東一丁目,0,,,547,-,-,294,240,13
1.11E+10,4,さいたま市中央区,本町東二丁目,0,,,673,-,-,376,279,18
1.11E+10,4,さいたま市中央区,本町東三丁目,0,,,632,-,-,336,275,21
1.11E+10,4,さいたま市中央区,本町東四丁目,0,,,911,1,1,557,335,17
1.11E+10,4,さいたま市中央区,本町東五丁目,0,,,777,1,1,441,320,14
1.11E+10,4,さいたま市中央区,本町東六丁目,0,,,438,1,-,265,162,10
1.11E+10,4,さいたま市中央区,本町東七丁目,0,,,1252,-,1,800,417,34
111050160,2,さいたま市中央区,新都心,0,,,75,-,-,36,38,1
11106,1,さいたま市桜区,,0,,,46332,71,76,26067,18999,1119
111060010,3,さいたま市桜区,西堀,0,,,7887,6,8,5026,2679,168
1.11E+10,4,さいたま市桜区,西堀一丁目,0,,,373,-,-,206,158,9
1.11E+10,4,さいたま市桜区,西堀二丁目,0,,,1077,-,3,697,353,24
1.11E+10,4,さいたま市桜区,西堀三丁目,0,,,928,1,1,606,307,13
1.11E+10,4,さいたま市桜区,西堀四丁目,0,,,1226,1,1,808,397,19
1.11E+10,4,さいたま市桜区,西堀五丁目,0,,,484,-,1,317,147,19
1.11E+10,4,さいたま市桜区,西堀六丁目,0,,,962,1,-,595,344,22
1.11E+10,4,さいたま市桜区,西堀七丁目,0,,,1072,-,1,683,361,27
1.11E+10,4,さいたま市桜区,西堀八丁目,0,,,751,3,-,461,273,14
1.11E+10,4,さいたま市桜区,西堀九丁目,0,,,673,-,-,432,225,16
1.11E+10,4,さいたま市桜区,西堀十丁目,0,,,341,-,1,221,114,5
111060020,3,さいたま市桜区,田島,0,,,7190,4,5,4061,2937,183
1.11E+10,4,さいたま市桜区,田島一丁目,0,,,749,-,-,473,266,10
